PROPERTY_TOTAL_VALUE,AREA_EN,ACTUAL_AREA,PROCEDURE_YEAR,PROCEDURE_NUMBER,INSTANCE_DATE,ACTUAL_WORTH,PROCEDURE_AREA,PROPERTY_TYPE_EN,PROP_SUB_TYPE_EN
19409543,Jabal Ali Industrial First,5548.33,2026,1728,01-04-2026 12.47,19409543,5548.33,Land,Warehouse
19410546,Al Manara,1348.02,2026,2985,29-06-2026 10.38,19410546,2121.53,Land,Residential
19499903,Oud Metha,1393.54,2026,2371,14-05-2026 10.50,19499903,1393.54,Land,Commercial
19500000,Nad Al Shiba First,1322.12,2026,2584,03-06-2026 18.53,19500000,1322.12,Land,Residential
19532754,Al Nahda Second,3155.92,2026,1791,06-04-2026 19.03,19532754,3155.92,Land,Commercial
19649069,Wadi Al Safa 3,1825.46,2026,533,21-01-2026 15.35,19649069,1825.46,Land,Residential
19725794,Naif,964.52,2026,2562,03-06-2026 8.36,19725794,964.52,Land,Commercial
19848197,Al Barshaa South Second,4968.33,2026,393,15-01-2026 9.20,19848197,4390.38,Land,Commercial
19848197,Al Barshaa South Second,4968.33,2026,2342,12-05-2026 11.03,19848197,4968.33,Land,Commercial
19860041,Jumeirah Third,1230.04,2026,15,02-01-2026 11.14,19860041,1230.04,Land,Residential
19891829,Wadi Al Safa 3,1400.01,2026,861,06-02-2026 9.30,19891829,1400.01,Land,Government Housing
19981824,Nad Al Shiba First,1427.98,2026,818,04-02-2026 15.18,19981824,1427.98,Land,General Use
19991404,Al Hamriya,3095.44,2026,983,11-02-2026 14.56,19991404,3095.44,Land,Commercial
19999972,Wadi Al Amardi,4645.15,2026,2357,13-05-2026 8.22,19999972,4645.15,Land,
20000000,Nad Al Shiba First,3700.88,2026,1272,25-02-2026 10.04,20000000,3697.54,Land,Residential
20000000,Al Karama,825.26,2026,1911,13-04-2026 14.10,20000000,825.26,Land,Commercial
20000000,Dubai Investment Park First,3667.53,2026,1662,30-03-2026 8.36,20000000,3667.53,Land,Commercial
20000000,Al Garhoud,2936,2026,159,07-01-2026 14.01,20000000,2936,Land,Residential
20000000,Wadi Al Safa 2,750,2026,2137,27-04-2026 8.52,20000000,750,Land,
20000000,Al Manara,1532.9,2026,1502,15-03-2026 12.34,20000000,1532.9,Land,Residential
20000000,Jumeirah Third,594.58,2026,1424,09-03-2026 14.09,20000000,594.58,Land,Commercial
20000000,Jumeirah Third,594.58,2026,1423,09-03-2026 14.07,20000000,594.58,Land,Residential
20000000,Al Karama,422.71,2026,2023,20-04-2026 10.16,20000000,422.71,Land,Commercial
20000000,Mirdif,2787.09,2026,1414,09-03-2026 9.59,20000000,2787.09,Land,Residential
20004794,Al Qusais Industrial Fifth,4646.27,2026,526,21-01-2026 12.04,20004794,4646.27,Land,Industrial
20022275,Al Nahda First,1550.11,2026,1442,10-03-2026 11.32,20022275,1550.11,Land,Commercial
20048754,Al Hebiah Sixth,6208.64,2026,609,26-01-2026 12.07,20048754,6208.64,Land,Residential
20052965,Me'Aisem First,4383.49,2026,2671,09-06-2026 13.52,20052965,4383.49,Land,Commercial
20112993,Al Nahda Second,1868.56,2026,970,11-02-2026 12.16,20112993,1868.56,Land,Commercial
20545305,Um Suqaim Second,1272.47,2026,2612,05-06-2026 9.38,20545305,1272.47,Land,Government Housing
20614946,Al Manara,2735.99,2026,1747,02-04-2026 11.51,20614946,2735.99,Land,Residential
20633718,Wadi Al Safa 5,2255.22,2026,574,23-01-2026 10.35,20633718,2255.22,Land,Commercial
20684771,Al Nahda Second,2402.1,2026,2452,19-05-2026 14.18,20684771,2402.1,Land,Commercial
20737030,Al Barshaa South Second,3853.07,2026,395,15-01-2026 9.26,20737030,3853.07,Land,Commercial
20778821,Madinat Hind 3,7721.67,2026,1970,16-04-2026 13.54,20778821,7721.67,Land,Residential
20786329,Al Wasl,378.65,2026,1708,31-03-2026 20.04,20786329,378.65,Unit,Flat
20815230,Jumeirah First,1611.5,2026,1462,11-03-2026 22.56,20815230,1611.5,Land,Residential
20893414,Al Barshaa South Second,5206.5,2026,391,15-01-2026 9.16,20893414,4621.58,Land,Commercial
20893414,Al Barshaa South Second,5206.5,2026,2341,12-05-2026 11.00,20893414,5206.5,Land,Commercial
21000000,Dubai Investment Park Second,5501.79,2026,2790,18-06-2026 11.44,21000000,5501.79,Building,Building
21000000,Um Al Sheif,1950.96,2026,1499,15-03-2026 11.56,21000000,1950.96,Land,Residential
21000046,Al Barsha First,1393.55,2026,2813,19-06-2026 10.53,21000046,1393.55,Land,Commercial
21156819,Palm Jumeirah,952.65,2026,396,15-01-2026 9.32,21156818.97,952.65,Unit,Flat
21399925,Um Al Sheif,1988.12,2026,2989,29-06-2026 11.46,21399925,1988.12,Land,Residential
21417169,Al Bada,1421.23,2026,2681,10-06-2026 9.28,21417169,1421.23,Land,Residential
21433454,Al Murqabat,1327.49,2026,1797,07-04-2026 9.13,21433454,1327.49,Land,Commercial
21439751,Al Merkadh,1327.88,2026,1435,10-03-2026 10.32,21439751,1327.88,Land,Residential
21447630,Wadi Al Safa 3,1660.46,2026,1432,10-03-2026 10.23,21447630,1660.46,Land,Residential
21469137,Um Suqaim Second,1994.55,2026,693,30-01-2026 9.12,21469137,1994.55,Land,Residential
21543004,Jumeirah Third,570.1,2026,1757,02-04-2026 15.16,21543004,2668.55,Land,Residential
21796898,Me'Aisem First,2250,2026,1174,19-02-2026 13.07,21796898,2250,Land,Commercial
21813043,Al Murqabat,1351,2026,2479,20-05-2026 17.19,21813043,1351,Land,Commercial
21814852,Al Jadaf,2895.24,2026,2200,30-04-2026 13.12,21814852,2895.24,Land,Hospital
21845766,Marsa Dubai,722.62,2026,2501,21-05-2026 14.45,21845766.06,722.62,Unit,Flat
21941510,Madinat Al Mataar,5824.1,2026,1749,02-04-2026 12.05,21941510,5824.1,Land,
21945547,Al Raffa,2038.66,2026,148,07-01-2026 11.10,21945547,2038.81,Land,Commercial
21956741,Dubai Investment Park First,8159.4,2026,472,19-01-2026 17.12,21956741,8159.4,Land,Commercial
21984458,Al Barshaa South Third,1856.75,2026,2233,04-05-2026 14.59,21984458,1856.75,Land,Commercial
22000000,Dubai Investment Park Second,5850,2026,2795,18-06-2026 12.23,22000000,5850,Building,Building
22000000,Dubai Investment Park Second,5850,2026,2794,18-06-2026 12.17,22000000,5850,Building,Building
22000000,Al Waheda,6807.51,2026,2916,25-06-2026 10.48,22000000,6807.51,Land,Government Housing
22000000,Dubai Investment Park Second,6000.01,2026,2791,18-06-2026 11.54,22000000,6000.01,Building,Building
22000000,Al Thanyah Fifth,931.08,2026,1565,23-03-2026 9.35,22000000,931.08,Land,Commercial
22000000,Burj Khalifa,321.31,2026,1190,21-02-2026 10.08,22000000,321.31,Unit,Hotel Apartment
22000000,AL QUSAIS,959.69,2026,2177,28-04-2026 14.54,22000000,959.69,Land,Residential
22071635,Al Hamriya,1708.77,2026,924,10-02-2026 9.33,22071635,1708.77,Land,Commercial
22136735,Madinat Al Mataar,2937.96,2026,1627,25-03-2026 13.50,22136735,2937.96,Land,Airport
22139835,Jumeirah Third,1142.7,2026,2391,15-05-2026 10.25,22139835,1142.7,Land,Commercial
22174151,Wadi Al Safa 3,2575.06,2026,270,12-01-2026 15.22,22174151,2575.06,Land,Residential
22499048,Al Satwa,1161.24,2026,303,13-01-2026 12.49,22499048,1161.24,Land,
22500000,Jumeirah First,1395.03,2026,484,20-01-2026 11.44,22500000,1395.03,Land,Commercial
22507476,Um Suqaim Third,1394.01,2026,2412,18-05-2026 16.51,22507476,1394.01,Land,Residential
22680011,Um Suqaim First,1755.87,2026,417,15-01-2026 16.13,22680011,1755.87,Land,Residential
22726075,Dubai Investment Park Second,14075.49,2026,2395,15-05-2026 17.14,22726075,14075.49,Land,Commercial
22740009,AL QUSAIS,3521.03,2026,2313,11-05-2026 10.12,22740009,3521.03,Land,Residential
22865968,Al Suq Al Kabeer,1062.16,2026,1440,10-03-2026 11.04,22865968,1067.73,Land,Commercial
22889997,Al Barshaa South Second,5150.37,2026,2340,12-05-2026 10.58,22889997,5150.37,Land,Commercial
22889997,Al Barshaa South Second,5150.37,2026,390,15-01-2026 9.10,22889997,5063.22,Land,Commercial
23000000,Naif,562.06,2026,2095,22-04-2026 13.05,23000000,562.06,Land,Commercial
23000000,Al Raffa,1062.25,2026,2481,21-05-2026 8.46,23000000,1062.25,Land,Commercial
23000000,Jumeirah First,2770.65,2026,314,13-01-2026 14.52,23000000,2770.65,Land,Residential
23062482,Al Hebiah Second,4120.34,2026,423,16-01-2026 8.49,23062482,4120.34,Land,Land
23062594,Al Hebiah Second,4120.36,2026,429,16-01-2026 9.01,23062594,4120.36,Land,Land
23224514,Naif,1438.42,2026,1845,09-04-2026 10.44,23224514,1438.42,Land,Commercial
23297864,Al Barshaa South Second,3668.55,2026,2102,23-04-2026 9.51,23297864,3668.55,Land,Commercial
23388028,Al Barshaa South Second,6288.37,2026,384,15-01-2026 8.46,23388028,6208.06,Land,Commercial
23449112,Al Jadaf,1270.26,2026,952,11-02-2026 9.31,23449112,1270.26,Land,Commercial
23489677,Al Qusais Industrial Second,14548.43,2026,2552,02-06-2026 14.11,23489677,14548.43,Land,Industrial
23641981,Al Barsha South Fourth,1996.74,2026,2659,09-06-2026 11.23,23641981,1996.74,Land,Residential
23678847,Al Satwa,1157.81,2026,601,26-01-2026 10.06,23678847,1157.81,Land,
23690585,Al Barshaa South Second,6288.37,2026,2334,12-05-2026 10.41,23690585,6288.37,Land,Commercial
23701284,Oud Metha,6291.21,2026,1819,08-04-2026 11.51,23701284,6291.21,Land,Sports Club
23750018,Al Nahda First,2322.58,2026,2231,04-05-2026 12.01,23750018,2322.58,Land,Commercial
23834988,Al Khawaneej First,6326.7,2026,1917,13-04-2026 14.41,23834988,6326.7,Land,Residential
23840962,Saih Shuaib 2,5906.4,2026,2228,04-05-2026 11.02,23840962,5906.4,Land,Industrial
23927202,Al Nahda First,2778.64,2026,1275,25-02-2026 11.04,23927202,2778.64,Land,
23999966,Nad Al Shiba Fourth,3716.12,2026,1153,18-02-2026 11.32,23999966,3716.12,Land,Government Housing
23999966,Al Saffa First,3716.12,2026,398,15-01-2026 9.39,23999966,3716.12,Land,Residential
23999966,Me'Aisem First,7432.24,2026,2082,22-04-2026 12.07,23999966,7432.24,Land,Petrol Station
23999983,Jabal Ali First,14864.49,2026,1142,17-02-2026 11.47,23999983,14864.49,Land,CHURCH
24000000,Al Jafliya,4050.57,2026,524,21-01-2026 11.55,24000000,4050.57,Land,
24000000,Um Ramool,2460.95,2026,1375,04-03-2026 12.10,24000000,2460.95,Land,Industrial
24000000,Al Hebiah Third,1050.78,2026,1654,26-03-2026 16.20,24000000,1050.78,Land,Residential
24049959,Al Nahda Second,3437.41,2026,2374,14-05-2026 12.01,24049959,3437.41,Land,Commercial
24120005,Jumeirah Second,2801.03,2026,2588,04-06-2026 6.49,24120005,2801.03,Land,Residential
24247599,Marsa Dubai,1062.15,2026,1818,08-04-2026 11.34,24247598.82,1062.15,Unit,Shop
24550217,Al Barshaa South Second,3801.32,2026,2110,23-04-2026 10.17,24550217,3801.32,Land,Commercial
24584941,Al Karama,2076.38,2026,655,27-01-2026 16.42,24584941,2076.38,Land,Commercial
24599031,Mankhool,1344.31,2026,2056,21-04-2026 10.28,24599031,1344.31,Land,Commercial
24672377,Ghadeer Al tair,8042.6,2026,1233,24-02-2026 9.35,24672377,8042.6,Land,Residential
24842457,Madinat Hind 3,7693.14,2026,1517,16-03-2026 11.31,24842457,7693.14,Land,Residential
24871737,Al Barshaa South Second,4359.74,2026,2106,23-04-2026 10.04,24871737,4359.74,Land,Commercial
25000000,Muragab,113455.14,2026,2923,25-06-2026 11.05,25000000,113455.14,Land,Agricultural
25000000,Wadi Al Safa 5,1935.21,2026,1567,23-03-2026 9.43,25000000,1935.21,Land,Commercial
25000000,Al Buteen,469.25,2026,2356,12-05-2026 17.20,25000000,469.25,Land,Commercial
25000000,Al Suq Al Kabeer,513.29,2026,498,20-01-2026 13.49,25000000,513.27,Land,Commercial
25000000,Um Ramool,3716.12,2026,1983,17-04-2026 8.42,25000000,3716.12,Land,Residential
25000000,Al Suq Al Kabeer,436.18,2026,1950,16-04-2026 10.07,25000000,436.18,Land,Commercial
25000000,Nadd Hessa,8368.98,2026,1984,17-04-2026 9.00,25000000,8368.98,Land,Commercial
25000000,Al Karama,929.03,2026,366,14-01-2026 13.07,25000000,929.03,Land,Commercial
25000000,Wadi Al Amardi,14845.91,2026,2779,18-06-2026 8.13,25000000,14845.91,Land,Agricultural
25032795,Al Wasl,930.25,2026,1487,13-03-2026 11.34,25032795,930.25,Land,Residential
25033064,Al Wasl,930.26,2026,723,02-02-2026 13.02,25033064,930.26,Land,Residential
25149729,Al Warqa Fourth,15576.59,2026,2544,02-06-2026 9.51,25149729,15576.59,Land,Organizations
25208096,Um Suqaim Second,4258.02,2026,682,29-01-2026 10.28,25208096,4258.02,Land,Residential
25209323,Jumeirah First,1040.9,2026,1352,03-03-2026 9.44,25209323,1040.9,Land,Land
25240770,Al Barshaa South Third,3607.61,2026,1095,16-02-2026 12.21,25240770,3607.61,Land,Commercial
25546394,Nadd Hessa,4746.68,2026,712,02-02-2026 9.38,25546394,4746.68,Land,
25564451,Jumeirah Second,3166.69,2026,2344,12-05-2026 11.25,25564451,3166.69,Land,Residential
25611258,Al Mamzer,2643.74,2026,2458,20-05-2026 8.11,25611258,2643.74,Land,Commercial
25642102,Al Bada,4331.33,2026,57,05-01-2026 12.58,25642102,4331.33,Land,Commercial
25875016,Al Barsha First,1602.58,2026,2421,19-05-2026 10.00,25875016,1602.58,Land,
25886146,Nad Al Hamar,3006.13,2026,772,03-02-2026 10.28,25886146,3006.13,Land,Commercial
25918481,Um Al Sheif,2006.59,2026,815,04-02-2026 14.32,25918481,2006.59,Land,
25999964,Al Khabeesi,3716.12,2026,1669,30-03-2026 11.02,25999964,3716.12,Land,Commercial
25999964,Al Goze First,1858.06,2026,1388,05-03-2026 10.43,25999964,1858.06,Land,Commercial
26000000,Al Goze Industrial First,3531.62,2026,2362,13-05-2026 11.37,26000000,3531.62,Land,Industrial
26000000,Jumeirah First,2155.54,2026,489,20-01-2026 12.16,26000000,2155.54,Land,Residential
26000000,Jumeirah First,2401.54,2026,1229,24-02-2026 9.26,26000000,2401.54,Land,Residential
26147020,Oud Metha,2429.14,2026,2819,20-06-2026 8.46,26147020,2429.14,Land,Commercial
26273539,Al Jadaf,1435.82,2026,2325,12-05-2026 8.56,26273539,1435.82,Land,Commercial
26337207,Al Jadaf,1063.83,2026,2787,18-06-2026 10.37,26337207,1063.83,Land,Commercial
26439758,Al Barshaa South Second,5646.75,2026,2338,12-05-2026 10.50,26439758,5646.75,Land,Commercial
26439758,Al Barshaa South Second,5646.75,2026,388,15-01-2026 9.03,26439758,5646.75,Land,Commercial
26756634,Al Wasl,994.31,2026,1492,13-03-2026 20.40,26756634,994.31,Land,Residential
26773100,Al Jadaf,1151.53,2026,887,09-02-2026 10.25,26773100,1151.53,Land,Commercial
26868610,Al Warsan Third,12480.89,2026,492,20-01-2026 13.07,26868610,12480.89,Land,Agricultural
26927693,Jabal Ali Industrial Second,2382.54,2026,1231,24-02-2026 9.29,26927693,2382.54,Land,Commercial
26931649,Jabal Ali Industrial Second,2382.89,2026,1234,24-02-2026 9.38,26931649,2382.89,Land,Commercial
26944377,Hatta,25032.17,2026,1719,01-04-2026 8.14,26944377,25032.17,Land,School
27000000,Al Saffa First,3678.96,2026,2478,20-05-2026 15.48,27000000,3678.96,Land,Residential
27000000,Al Karama,929.03,2026,2925,25-06-2026 11.23,27000000,929.03,Land,Commercial
27000000,Al Warqa First,1465.92,2026,1908,13-04-2026 13.16,27000000,1465.92,Land,General Use
27000000,Mankhool,2879.44,2026,1035,12-02-2026 22.12,27000000,2879.44,Land,Commercial
27007189,Al Rowaiyah Second,13939.18,2026,344,14-01-2026 10.21,27007189,13939.18,Land,
27034837,Al Wasl,930.23,2026,2419,19-05-2026 8.34,27034837,930.23,Land,Residential
27035515,Al Satwa,1395.38,2026,2470,20-05-2026 11.08,27035515,1395.38,Land,
27097989,Al Barsha South Fourth,1573.43,2026,357,14-01-2026 11.40,27097989,1573.43,Land,Commercial
27393740,Um Suqaim Second,1272.47,2026,1133,17-02-2026 10.39,27393740,1272.47,Land,Government Housing
27482024,Al Karama,1823.69,2026,2151,27-04-2026 11.04,27482024,1823.69,Land,Commercial
27525472,Dubai Investment Park First,10228.81,2026,2971,26-06-2026 16.27,27525472,10228.81,Land,Commercial
27719970,Jumeirah Third,3678.96,2026,2083,22-04-2026 12.16,27719970,3678.96,Land,Residential
27738043,Mankhool,1982.27,2026,964,11-02-2026 11.58,27738043,1982.27,Land,Commercial
28000000,Al Warqa First,1399.12,2026,2661,09-06-2026 12.09,28000000,1399.12,Land,
28000000,Al Garhoud,4540.64,2026,2920,25-06-2026 10.59,28000000,4540.64,Land,Industrial
28000000,Palm Jumeirah,622.72,2026,2066,21-04-2026 12.53,28000000,622.72,Land,Commercial
28000000,Nad Al Hamar,1486.45,2026,2589,04-06-2026 8.38,28000000,1486.45,Land,Embassy
28000000,Al Raffa,807.14,2026,2447,19-05-2026 13.37,28000000,807.14,Land,Commercial
28000000,Al Warsan First,1999.93,2026,1420,09-03-2026 13.03,28000000,1999.93,Land,Commercial
28000000,Jumeirah First,1073.03,2026,2425,19-05-2026 10.42,28000000,1073.03,Land,Residential
28000000,Dubai Investment Park First,13185.36,2026,1663,30-03-2026 8.39,28000000,13185.36,Land,Commercial
28000000,Nad Al Shiba Fourth,4900.82,2026,2942,26-06-2026 8.45,28000000,4900.82,Land,Government Housing
28000000,Al Warqa First,1375.24,2026,2692,10-06-2026 17.26,28000000,1375.24,Land,Residential
28046859,Wadi Al Safa 5,2554.55,2026,1941,15-04-2026 10.55,28046859,2554.55,Land,Commercial
28306791,Wadi Al Safa 3,4045.83,2026,1573,23-03-2026 12.34,28306791,4045.83,Land,Residential
28320386,Al Suq Al Kabeer,992.85,2026,3014,30-06-2026 9.27,28320386,992.85,Land,General Use
28349960,Muhaisanah Fourth,2633.8,2026,607,26-01-2026 11.58,28349960,2633.8,Land,Commercial
28442357,Al Mamzer,3302.98,2026,2949,26-06-2026 9.46,28442357,3302.98,Land,Commercial
28499960,Al Mizhar First,5574.18,2026,2224,04-05-2026 10.17,28499960,5574.18,Land,Residential
28585474,Al Jadaf,1659.8,2026,2858,23-06-2026 15.05,28585474,1659.8,Land,Commercial
29039926,Al Jadaf,2248.25,2026,1885,10-04-2026 10.50,29039926,2248.25,Land,Commercial
29333884,Al Rowaiyah First,34065.12,2026,1226,24-02-2026 8.58,29333884,34065.12,Land,Residential
29615558,Al Jadaf,1310.18,2026,405,15-01-2026 10.55,29615558,1310.18,Land,Commercial
29839953,Wadi Al Safa 3,1848.15,2026,1932,14-04-2026 12.50,29839953,1848.15,Land,Residential
29850619,Wadi Al Amardi,30813.51,2026,2322,11-05-2026 14.30,29850619,30813.51,Land,Agricultural
29999958,Al Manara,2787.09,2026,2198,30-04-2026 12.15,29999958,2787.09,Land,Residential
30000000,Mirdif,6993.09,2026,2760,17-06-2026 10.17,30000000,6993.09,Land,Residential
30000000,Jumeirah Third,1335.95,2026,1425,09-03-2026 14.16,30000000,1335.95,Land,Residential
30000000,Al Warqa First,1517.85,2026,1680,30-03-2026 16.42,30000000,1517.85,Land,Commercial
30000000,Nad Al Shiba First,1490.26,2026,483,20-01-2026 11.12,30000000,1490.26,Land,Residential / Villas
30000000,Palm Jumeirah,657.63,2026,2197,30-04-2026 12.06,30000000,657.63,Land,Commercial
30000000,Al Murqabat,1492.3,2026,1699,31-03-2026 10.57,30000000,1492.3,Land,Commercial
30000000,Al Warqa First,1374.97,2026,2428,19-05-2026 11.09,30000000,1374.97,Land,Commercial
30000000,Al Karama,929.03,2026,363,14-01-2026 12.35,30000000,929.03,Land,Commercial
30000000,Al Manara,1375,2026,1450,10-03-2026 13.33,30000000,1374.96,Land,Residential
30000000,Dubai Investment Park Second,7800,2026,2789,18-06-2026 11.37,30000000,7800,Building,Building
30000000,Dubai Investment Park Second,7800,2026,2788,18-06-2026 10.49,30000000,7800,Building,Building
30000000,Dubai Investment Park Second,7774.51,2026,2792,18-06-2026 12.01,30000000,7774.51,Building,Building
30000000,Palm Jumeirah,622.38,2026,2196,30-04-2026 12.01,30000000,622.38,Land,Commercial
30000000,Al Raffa,976.04,2023,2669,13-01-2026 11.21,30000000,976.04,Land,Commercial
30000000,AL QUSAIS,1393.55,2026,647,27-01-2026 12.39,30000000,1393.55,Land,Residential
30083615,Al Qusais Industrial Fifth,2941.96,2026,1430,10-03-2026 9.04,30083615,2941.96,Land,Commercial
30109459,Al Hebiah Fourth,3108.07,2026,1358,03-03-2026 11.14,30109459,3108.07,Land,Residential Flats
30128920,Wadi Al Safa 3,2544.61,2026,1933,14-04-2026 12.58,30128920,2544.61,Land,Residential
30238970,Al Wasl,11237.18,2026,430,16-01-2026 9.07,30238970,11237.18,Land,School
30317063,Me'Aisem First,4694.25,2026,471,19-01-2026 16.42,30317063,4694.25,Land,Commercial
30354198,Wadi Al Safa 5,2820,2026,1521,16-03-2026 12.20,30354198,2820,Land,Commercial
30392033,Wadi Al Amardi,5647.03,2026,2410,18-05-2026 15.21,30392033,5647.03,Land,Shopping Mall
30813451,Al Rowaiyah First,15903.7,2026,644,27-01-2026 12.27,30813451,15903.7,Land,Residential
31000000,Al Hudaiba,4597.12,2026,2931,25-06-2026 12.39,31000000,4597.12,Land,Commercial
31000000,Mirdif,5549.75,2026,619,26-01-2026 13.30,31000000,5549.75,Land,Residential
31017592,Al Barshaa South Second,4968.33,2026,2101,23-04-2026 9.41,31017592,4968.33,Land,Commercial
31188280,Al Rowaiyah First,16097.16,2026,645,27-01-2026 12.30,31188280,16097.16,Land,Residential
31309180,Dubai Investment Park First,8079.78,2026,2309,11-05-2026 9.06,31309180,8079.78,Land,Commercial
31330026,Madinat Hind 1,3063.85,2026,346,14-01-2026 10.41,31330026,3063.85,Land,
31500000,Al Thanyah Fifth,1303.01,2026,550,22-01-2026 12.44,31500000,1303.01,Land,Commercial
31596352,Jabal Ali Industrial Third,2348.32,2026,477,20-01-2026 9.47,31596352,2348.32,Land,Residential
31614723,Jumeirah Second,1404.52,2026,2869,24-06-2026 11.46,31614722.63,1404.52,Unit,Flat
